,ligand,receptor,annotation,LR
2393,AGT,AGTR2,Secreted Signaling,AGT_AGTR2
2394,SLC10A4,CHRM1,Non-protein Signaling,SLC10A4_CHRM1
2395,CHAT,CHRM1,Non-protein Signaling,CHAT_CHRM1
2396,SLC18A3,CHRM1,Non-protein Signaling,SLC18A3_CHRM1
2397,SLC5A7,CHRM1,Non-protein Signaling,SLC5A7_CHRM1
2398,SLC10A4,CHRM2,Non-protein Signaling,SLC10A4_CHRM2
2399,CHAT,CHRM2,Non-protein Signaling,CHAT_CHRM2
2400,SLC18A3,CHRM2,Non-protein Signaling,SLC18A3_CHRM2
2401,SLC5A7,CHRM2,Non-protein Signaling,SLC5A7_CHRM2
2402,SLC10A4,CHRM3,Non-protein Signaling,SLC10A4_CHRM3
2403,CHAT,CHRM3,Non-protein Signaling,CHAT_CHRM3
2404,SLC18A3,CHRM3,Non-protein Signaling,SLC18A3_CHRM3
2405,SLC5A7,CHRM3,Non-protein Signaling,SLC5A7_CHRM3
2406,SLC10A4,CHRM4,Non-protein Signaling,SLC10A4_CHRM4
2407,CHAT,CHRM4,Non-protein Signaling,CHAT_CHRM4
2408,SLC18A3,CHRM4,Non-protein Signaling,SLC18A3_CHRM4
2409,SLC5A7,CHRM4,Non-protein Signaling,SLC5A7_CHRM4
2410,SLC10A4,CHRM5,Non-protein Signaling,SLC10A4_CHRM5
2411,CHAT,CHRM5,Non-protein Signaling,CHAT_CHRM5
2412,SLC18A3,CHRM5,Non-protein Signaling,SLC18A3_CHRM5
2413,SLC5A7,CHRM5,Non-protein Signaling,SLC5A7_CHRM5
2414,NRXN1,CLSTN1,Cell-Cell Contact,NRXN1_CLSTN1
2415,NRXN2,CLSTN1,Cell-Cell Contact,NRXN2_CLSTN1
2416,NRXN3,CLSTN1,Cell-Cell Contact,NRXN3_CLSTN1
2417,NRXN1,CLSTN2,Cell-Cell Contact,NRXN1_CLSTN2
2418,NRXN2,CLSTN2,Cell-Cell Contact,NRXN2_CLSTN2
2419,NRXN3,CLSTN2,Cell-Cell Contact,NRXN3_CLSTN2
2420,NRXN1,CLSTN3,Cell-Cell Contact,NRXN1_CLSTN3
2421,NRXN2,CLSTN3,Cell-Cell Contact,NRXN2_CLSTN3
2422,NRXN3,CLSTN3,Cell-Cell Contact,NRXN3_CLSTN3
2423,ALOX5AP,CYSLTR1,Non-protein Signaling,ALOX5AP_CYSLTR1
2424,LTC4S,CYSLTR1,Non-protein Signaling,LTC4S_CYSLTR1
2425,ALOX5,CYSLTR1,Non-protein Signaling,ALOX5_CYSLTR1
2426,GGT5,CYSLTR1,Non-protein Signaling,GGT5_CYSLTR1
2427,GGT1,CYSLTR1,Non-protein Signaling,GGT1_CYSLTR1
2428,DPEP1,CYSLTR1,Non-protein Signaling,DPEP1_CYSLTR1
2429,DPEP2,CYSLTR1,Non-protein Signaling,DPEP2_CYSLTR1
2430,DPEP3,CYSLTR1,Non-protein Signaling,DPEP3_CYSLTR1
2431,ALOX5AP,CYSLTR2,Non-protein Signaling,ALOX5AP_CYSLTR2
2432,LTC4S,CYSLTR2,Non-protein Signaling,LTC4S_CYSLTR2
2433,ALOX5,CYSLTR2,Non-protein Signaling,ALOX5_CYSLTR2
2434,GGT5,CYSLTR2,Non-protein Signaling,GGT5_CYSLTR2
2435,GGT1,CYSLTR2,Non-protein Signaling,GGT1_CYSLTR2
2436,DPEP1,CYSLTR2,Non-protein Signaling,DPEP1_CYSLTR2
2437,DPEP2,CYSLTR2,Non-protein Signaling,DPEP2_CYSLTR2
2438,DPEP3,CYSLTR2,Non-protein Signaling,DPEP3_CYSLTR2
2439,NRXN1,DAG1,Cell-Cell Contact,NRXN1_DAG1
2440,NRXN2,DAG1,Cell-Cell Contact,NRXN2_DAG1
2441,SLC18A1,DRD1,Non-protein Signaling,SLC18A1_DRD1
2442,DDC,DRD1,Non-protein Signaling,DDC_DRD1
2443,SLC18A2,DRD1,Non-protein Signaling,SLC18A2_DRD1
2444,SLC6A3,DRD1,Non-protein Signaling,SLC6A3_DRD1
2445,SLC18A1,DRD2,Non-protein Signaling,SLC18A1_DRD2
2446,DDC,DRD2,Non-protein Signaling,DDC_DRD2
2447,SLC18A2,DRD2,Non-protein Signaling,SLC18A2_DRD2
2448,SLC6A3,DRD2,Non-protein Signaling,SLC6A3_DRD2
2449,SLC18A1,DRD3,Non-protein Signaling,SLC18A1_DRD3
2450,DDC,DRD3,Non-protein Signaling,DDC_DRD3
2451,SLC18A2,DRD3,Non-protein Signaling,SLC18A2_DRD3
2452,SLC6A3,DRD3,Non-protein Signaling,SLC6A3_DRD3
2453,SLC18A1,DRD4,Non-protein Signaling,SLC18A1_DRD4
2454,DDC,DRD4,Non-protein Signaling,DDC_DRD4
2455,SLC18A2,DRD4,Non-protein Signaling,SLC18A2_DRD4
2456,SLC6A3,DRD4,Non-protein Signaling,SLC6A3_DRD4
2457,SLC18A1,DRD5,Non-protein Signaling,SLC18A1_DRD5
2458,DDC,DRD5,Non-protein Signaling,DDC_DRD5
2459,SLC18A2,DRD5,Non-protein Signaling,SLC18A2_DRD5
2460,SLC6A3,DRD5,Non-protein Signaling,SLC6A3_DRD5
2461,TAFA4,FPR1,Secreted Signaling,TAFA4_FPR1
2462,CTSG,FPR1,Secreted Signaling,CTSG_FPR1
2463,ALOX12,FPR2,Non-protein Signaling,ALOX12_FPR2
2464,ALOX5AP,FPR2,Non-protein Signaling,ALOX5AP_FPR2
2465,LTC4S,FPR2,Non-protein Signaling,LTC4S_FPR2
2466,ALOX5,FPR2,Non-protein Signaling,ALOX5_FPR2
2467,SLC32A1,GABBR1,Non-protein Signaling,SLC32A1_GABBR1
2468,GAD1,GABBR1,Non-protein Signaling,GAD1_GABBR1
2469,SLC6A1,GABBR1,Non-protein Signaling,SLC6A1_GABBR1
2470,SLC6A11,GABBR1,Non-protein Signaling,SLC6A11_GABBR1
2471,SLC6A12,GABBR1,Non-protein Signaling,SLC6A12_GABBR1
2472,SLC6A13,GABBR1,Non-protein Signaling,SLC6A13_GABBR1
2473,SLC6A6,GABBR1,Non-protein Signaling,SLC6A6_GABBR1
2474,SLC6A8,GABBR1,Non-protein Signaling,SLC6A8_GABBR1
2475,GAD2,GABBR1,Non-protein Signaling,GAD2_GABBR1
2476,SLC32A1,GABBR2,Non-protein Signaling,SLC32A1_GABBR2
2477,GAD1,GABBR2,Non-protein Signaling,GAD1_GABBR2
2478,SLC6A1,GABBR2,Non-protein Signaling,SLC6A1_GABBR2
2479,SLC6A11,GABBR2,Non-protein Signaling,SLC6A11_GABBR2
2480,SLC6A12,GABBR2,Non-protein Signaling,SLC6A12_GABBR2
2481,SLC6A13,GABBR2,Non-protein Signaling,SLC6A13_GABBR2
2482,SLC6A6,GABBR2,Non-protein Signaling,SLC6A6_GABBR2
2483,SLC6A8,GABBR2,Non-protein Signaling,SLC6A8_GABBR2
2484,GAD2,GABBR2,Non-protein Signaling,GAD2_GABBR2
2485,GALP,GALR3,Secreted Signaling,GALP_GALR3
2486,SLC17A6,GRIA1,Non-protein Signaling,SLC17A6_GRIA1
2487,GLS,GRIA1,Non-protein Signaling,GLS_GRIA1
2488,SLC17A7,GRIA1,Non-protein Signaling,SLC17A7_GRIA1
2489,SLC17A8,GRIA1,Non-protein Signaling,SLC17A8_GRIA1
2490,SLC1A1,GRIA1,Non-protein Signaling,SLC1A1_GRIA1
2491,SLC1A2,GRIA1,Non-protein Signaling,SLC1A2_GRIA1
2492,SLC1A3,GRIA1,Non-protein Signaling,SLC1A3_GRIA1
2493,SLC1A6,GRIA1,Non-protein Signaling,SLC1A6_GRIA1
2494,SLC1A7,GRIA1,Non-protein Signaling,SLC1A7_GRIA1
2495,GLS2,GRIA1,Non-protein Signaling,GLS2_GRIA1
2496,SLC17A6,GRIA2,Non-protein Signaling,SLC17A6_GRIA2
2497,GLS,GRIA2,Non-protein Signaling,GLS_GRIA2
2498,SLC17A7,GRIA2,Non-protein Signaling,SLC17A7_GRIA2
2499,SLC17A8,GRIA2,Non-protein Signaling,SLC17A8_GRIA2
2500,SLC1A1,GRIA2,Non-protein Signaling,SLC1A1_GRIA2
2501,SLC1A2,GRIA2,Non-protein Signaling,SLC1A2_GRIA2
2502,SLC1A3,GRIA2,Non-protein Signaling,SLC1A3_GRIA2
2503,SLC1A6,GRIA2,Non-protein Signaling,SLC1A6_GRIA2
2504,SLC1A7,GRIA2,Non-protein Signaling,SLC1A7_GRIA2
2505,GLS2,GRIA2,Non-protein Signaling,GLS2_GRIA2
2506,SLC17A6,GRIA3,Non-protein Signaling,SLC17A6_GRIA3
2507,GLS,GRIA3,Non-protein Signaling,GLS_GRIA3
2508,SLC17A7,GRIA3,Non-protein Signaling,SLC17A7_GRIA3
2509,SLC17A8,GRIA3,Non-protein Signaling,SLC17A8_GRIA3
2510,SLC1A1,GRIA3,Non-protein Signaling,SLC1A1_GRIA3
2511,SLC1A2,GRIA3,Non-protein Signaling,SLC1A2_GRIA3
2512,SLC1A3,GRIA3,Non-protein Signaling,SLC1A3_GRIA3
2513,SLC1A6,GRIA3,Non-protein Signaling,SLC1A6_GRIA3
2514,SLC1A7,GRIA3,Non-protein Signaling,SLC1A7_GRIA3
2515,GLS2,GRIA3,Non-protein Signaling,GLS2_GRIA3
2516,SLC17A6,GRIA4,Non-protein Signaling,SLC17A6_GRIA4
2517,GLS,GRIA4,Non-protein Signaling,GLS_GRIA4
2518,SLC17A7,GRIA4,Non-protein Signaling,SLC17A7_GRIA4
2519,SLC17A8,GRIA4,Non-protein Signaling,SLC17A8_GRIA4
2520,SLC1A1,GRIA4,Non-protein Signaling,SLC1A1_GRIA4
2521,SLC1A2,GRIA4,Non-protein Signaling,SLC1A2_GRIA4
2522,SLC1A3,GRIA4,Non-protein Signaling,SLC1A3_GRIA4
2523,SLC1A6,GRIA4,Non-protein Signaling,SLC1A6_GRIA4
2524,SLC1A7,GRIA4,Non-protein Signaling,SLC1A7_GRIA4
2525,GLS2,GRIA4,Non-protein Signaling,GLS2_GRIA4
2526,NRXN1,GRID2,Non-protein Signaling,NRXN1_GRID2
2527,CBLN1,GRID2,Non-protein Signaling,CBLN1_GRID2
2528,SLC17A6,GRIK1,Non-protein Signaling,SLC17A6_GRIK1
2529,GLS,GRIK1,Non-protein Signaling,GLS_GRIK1
2530,SLC17A7,GRIK1,Non-protein Signaling,SLC17A7_GRIK1
2531,SLC17A8,GRIK1,Non-protein Signaling,SLC17A8_GRIK1
2532,SLC1A1,GRIK1,Non-protein Signaling,SLC1A1_GRIK1
2533,SLC1A2,GRIK1,Non-protein Signaling,SLC1A2_GRIK1
2534,SLC1A3,GRIK1,Non-protein Signaling,SLC1A3_GRIK1
2535,SLC1A6,GRIK1,Non-protein Signaling,SLC1A6_GRIK1
2536,SLC1A7,GRIK1,Non-protein Signaling,SLC1A7_GRIK1
2537,GLS2,GRIK1,Non-protein Signaling,GLS2_GRIK1
2538,SLC17A6,GRIK2,Non-protein Signaling,SLC17A6_GRIK2
2539,GLS,GRIK2,Non-protein Signaling,GLS_GRIK2
2540,SLC17A7,GRIK2,Non-protein Signaling,SLC17A7_GRIK2
2541,SLC17A8,GRIK2,Non-protein Signaling,SLC17A8_GRIK2
2542,SLC1A1,GRIK2,Non-protein Signaling,SLC1A1_GRIK2
2543,SLC1A2,GRIK2,Non-protein Signaling,SLC1A2_GRIK2
2544,SLC1A3,GRIK2,Non-protein Signaling,SLC1A3_GRIK2
2545,SLC1A6,GRIK2,Non-protein Signaling,SLC1A6_GRIK2
2546,SLC1A7,GRIK2,Non-protein Signaling,SLC1A7_GRIK2
2547,GLS2,GRIK2,Non-protein Signaling,GLS2_GRIK2
2548,SLC17A6,GRIK3,Non-protein Signaling,SLC17A6_GRIK3
2549,GLS,GRIK3,Non-protein Signaling,GLS_GRIK3
2550,SLC17A7,GRIK3,Non-protein Signaling,SLC17A7_GRIK3
2551,SLC17A8,GRIK3,Non-protein Signaling,SLC17A8_GRIK3
2552,SLC1A1,GRIK3,Non-protein Signaling,SLC1A1_GRIK3
2553,SLC1A2,GRIK3,Non-protein Signaling,SLC1A2_GRIK3
2554,SLC1A3,GRIK3,Non-protein Signaling,SLC1A3_GRIK3
2555,SLC1A6,GRIK3,Non-protein Signaling,SLC1A6_GRIK3
2556,SLC1A7,GRIK3,Non-protein Signaling,SLC1A7_GRIK3
2557,GLS2,GRIK3,Non-protein Signaling,GLS2_GRIK3
2558,SLC17A6,GRM1,Non-protein Signaling,SLC17A6_GRM1
2559,GLS,GRM1,Non-protein Signaling,GLS_GRM1
2560,SLC17A7,GRM1,Non-protein Signaling,SLC17A7_GRM1
2561,SLC17A8,GRM1,Non-protein Signaling,SLC17A8_GRM1
2562,SLC1A1,GRM1,Non-protein Signaling,SLC1A1_GRM1
2563,SLC1A2,GRM1,Non-protein Signaling,SLC1A2_GRM1
2564,SLC1A3,GRM1,Non-protein Signaling,SLC1A3_GRM1
2565,SLC1A6,GRM1,Non-protein Signaling,SLC1A6_GRM1
2566,SLC1A7,GRM1,Non-protein Signaling,SLC1A7_GRM1
2567,GLS2,GRM1,Non-protein Signaling,GLS2_GRM1
2568,SLC17A6,GRM2,Non-protein Signaling,SLC17A6_GRM2
2569,GLS,GRM2,Non-protein Signaling,GLS_GRM2
2570,SLC17A7,GRM2,Non-protein Signaling,SLC17A7_GRM2
2571,SLC17A8,GRM2,Non-protein Signaling,SLC17A8_GRM2
2572,SLC1A1,GRM2,Non-protein Signaling,SLC1A1_GRM2
2573,SLC1A2,GRM2,Non-protein Signaling,SLC1A2_GRM2
2574,SLC1A3,GRM2,Non-protein Signaling,SLC1A3_GRM2
2575,SLC1A6,GRM2,Non-protein Signaling,SLC1A6_GRM2
2576,SLC1A7,GRM2,Non-protein Signaling,SLC1A7_GRM2
2577,GLS2,GRM2,Non-protein Signaling,GLS2_GRM2
2578,SLC17A6,GRM3,Non-protein Signaling,SLC17A6_GRM3
2579,GLS,GRM3,Non-protein Signaling,GLS_GRM3
2580,SLC17A7,GRM3,Non-protein Signaling,SLC17A7_GRM3
2581,SLC17A8,GRM3,Non-protein Signaling,SLC17A8_GRM3
2582,SLC1A1,GRM3,Non-protein Signaling,SLC1A1_GRM3
2583,SLC1A2,GRM3,Non-protein Signaling,SLC1A2_GRM3
2584,SLC1A3,GRM3,Non-protein Signaling,SLC1A3_GRM3
2585,SLC1A6,GRM3,Non-protein Signaling,SLC1A6_GRM3
2586,SLC1A7,GRM3,Non-protein Signaling,SLC1A7_GRM3
2587,GLS2,GRM3,Non-protein Signaling,GLS2_GRM3
2588,SLC17A6,GRM4,Non-protein Signaling,SLC17A6_GRM4
2589,GLS,GRM4,Non-protein Signaling,GLS_GRM4
2590,SLC17A7,GRM4,Non-protein Signaling,SLC17A7_GRM4
2591,SLC17A8,GRM4,Non-protein Signaling,SLC17A8_GRM4
2592,SLC1A1,GRM4,Non-protein Signaling,SLC1A1_GRM4
2593,SLC1A2,GRM4,Non-protein Signaling,SLC1A2_GRM4
2594,SLC1A3,GRM4,Non-protein Signaling,SLC1A3_GRM4
2595,SLC1A6,GRM4,Non-protein Signaling,SLC1A6_GRM4
2596,SLC1A7,GRM4,Non-protein Signaling,SLC1A7_GRM4
2597,GLS2,GRM4,Non-protein Signaling,GLS2_GRM4
2598,SLC17A6,GRM5,Non-protein Signaling,SLC17A6_GRM5
2599,GLS,GRM5,Non-protein Signaling,GLS_GRM5
2600,SLC17A7,GRM5,Non-protein Signaling,SLC17A7_GRM5
2601,SLC17A8,GRM5,Non-protein Signaling,SLC17A8_GRM5
2602,SLC1A1,GRM5,Non-protein Signaling,SLC1A1_GRM5
2603,SLC1A2,GRM5,Non-protein Signaling,SLC1A2_GRM5
2604,SLC1A3,GRM5,Non-protein Signaling,SLC1A3_GRM5
2605,SLC1A6,GRM5,Non-protein Signaling,SLC1A6_GRM5
2606,SLC1A7,GRM5,Non-protein Signaling,SLC1A7_GRM5
2607,GLS2,GRM5,Non-protein Signaling,GLS2_GRM5
2608,SLC17A6,GRM6,Non-protein Signaling,SLC17A6_GRM6
2609,GLS,GRM6,Non-protein Signaling,GLS_GRM6
2610,SLC17A7,GRM6,Non-protein Signaling,SLC17A7_GRM6
2611,SLC17A8,GRM6,Non-protein Signaling,SLC17A8_GRM6
2612,SLC1A1,GRM6,Non-protein Signaling,SLC1A1_GRM6
2613,SLC1A2,GRM6,Non-protein Signaling,SLC1A2_GRM6
2614,SLC1A3,GRM6,Non-protein Signaling,SLC1A3_GRM6
2615,SLC1A6,GRM6,Non-protein Signaling,SLC1A6_GRM6
2616,SLC1A7,GRM6,Non-protein Signaling,SLC1A7_GRM6
2617,GLS2,GRM6,Non-protein Signaling,GLS2_GRM6
2618,SLC17A6,GRM7,Non-protein Signaling,SLC17A6_GRM7
2619,GLS,GRM7,Non-protein Signaling,GLS_GRM7
2620,SLC17A7,GRM7,Non-protein Signaling,SLC17A7_GRM7
2621,SLC17A8,GRM7,Non-protein Signaling,SLC17A8_GRM7
2622,SLC1A1,GRM7,Non-protein Signaling,SLC1A1_GRM7
2623,SLC1A2,GRM7,Non-protein Signaling,SLC1A2_GRM7
2624,SLC1A3,GRM7,Non-protein Signaling,SLC1A3_GRM7
2625,SLC1A6,GRM7,Non-protein Signaling,SLC1A6_GRM7
2626,SLC1A7,GRM7,Non-protein Signaling,SLC1A7_GRM7
2627,GLS2,GRM7,Non-protein Signaling,GLS2_GRM7
2628,SLC17A6,GRM8,Non-protein Signaling,SLC17A6_GRM8
2629,GLS,GRM8,Non-protein Signaling,GLS_GRM8
2630,SLC17A7,GRM8,Non-protein Signaling,SLC17A7_GRM8
2631,SLC17A8,GRM8,Non-protein Signaling,SLC17A8_GRM8
2632,SLC1A1,GRM8,Non-protein Signaling,SLC1A1_GRM8
2633,SLC1A2,GRM8,Non-protein Signaling,SLC1A2_GRM8
2634,SLC1A3,GRM8,Non-protein Signaling,SLC1A3_GRM8
2635,SLC1A6,GRM8,Non-protein Signaling,SLC1A6_GRM8
2636,SLC1A7,GRM8,Non-protein Signaling,SLC1A7_GRM8
2637,GLS2,GRM8,Non-protein Signaling,GLS2_GRM8
2638,HDC,HRH1,Non-protein Signaling,HDC_HRH1
2639,HDC,HRH2,Non-protein Signaling,HDC_HRH2
2640,HDC,HRH3,Non-protein Signaling,HDC_HRH3
2641,HDC,HRH4,Non-protein Signaling,HDC_HRH4
2642,SLC18A1,HTR1A,Non-protein Signaling,SLC18A1_HTR1A
2643,TPH1,HTR1A,Non-protein Signaling,TPH1_HTR1A
2644,SLC18A2,HTR1A,Non-protein Signaling,SLC18A2_HTR1A
2645,SLC6A4,HTR1A,Non-protein Signaling,SLC6A4_HTR1A
2646,TPH2,HTR1A,Non-protein Signaling,TPH2_HTR1A
2647,SLC18A1,HTR1B,Non-protein Signaling,SLC18A1_HTR1B
2648,TPH1,HTR1B,Non-protein Signaling,TPH1_HTR1B
2649,SLC18A2,HTR1B,Non-protein Signaling,SLC18A2_HTR1B
2650,SLC6A4,HTR1B,Non-protein Signaling,SLC6A4_HTR1B
2651,TPH2,HTR1B,Non-protein Signaling,TPH2_HTR1B
2652,SLC18A1,HTR1D,Non-protein Signaling,SLC18A1_HTR1D
2653,TPH1,HTR1D,Non-protein Signaling,TPH1_HTR1D
2654,SLC18A2,HTR1D,Non-protein Signaling,SLC18A2_HTR1D
2655,SLC6A4,HTR1D,Non-protein Signaling,SLC6A4_HTR1D
2656,TPH2,HTR1D,Non-protein Signaling,TPH2_HTR1D
2657,SLC18A1,HTR1E,Non-protein Signaling,SLC18A1_HTR1E
2658,TPH1,HTR1E,Non-protein Signaling,TPH1_HTR1E
2659,SLC18A2,HTR1E,Non-protein Signaling,SLC18A2_HTR1E
2660,SLC6A4,HTR1E,Non-protein Signaling,SLC6A4_HTR1E
2661,TPH2,HTR1E,Non-protein Signaling,TPH2_HTR1E
2662,SLC18A1,HTR1F,Non-protein Signaling,SLC18A1_HTR1F
2663,TPH1,HTR1F,Non-protein Signaling,TPH1_HTR1F
2664,SLC18A2,HTR1F,Non-protein Signaling,SLC18A2_HTR1F
2665,SLC6A4,HTR1F,Non-protein Signaling,SLC6A4_HTR1F
2666,TPH2,HTR1F,Non-protein Signaling,TPH2_HTR1F
2667,SLC18A1,HTR2A,Non-protein Signaling,SLC18A1_HTR2A
2668,TPH1,HTR2A,Non-protein Signaling,TPH1_HTR2A
2669,SLC18A2,HTR2A,Non-protein Signaling,SLC18A2_HTR2A
2670,SLC6A4,HTR2A,Non-protein Signaling,SLC6A4_HTR2A
2671,TPH2,HTR2A,Non-protein Signaling,TPH2_HTR2A
2672,SLC18A1,HTR2B,Non-protein Signaling,SLC18A1_HTR2B
2673,TPH1,HTR2B,Non-protein Signaling,TPH1_HTR2B
2674,SLC18A2,HTR2B,Non-protein Signaling,SLC18A2_HTR2B
2675,SLC6A4,HTR2B,Non-protein Signaling,SLC6A4_HTR2B
2676,TPH2,HTR2B,Non-protein Signaling,TPH2_HTR2B
2677,SLC18A1,HTR2C,Non-protein Signaling,SLC18A1_HTR2C
2678,TPH1,HTR2C,Non-protein Signaling,TPH1_HTR2C
2679,SLC18A2,HTR2C,Non-protein Signaling,SLC18A2_HTR2C
2680,SLC6A4,HTR2C,Non-protein Signaling,SLC6A4_HTR2C
2681,TPH2,HTR2C,Non-protein Signaling,TPH2_HTR2C
2682,SLC18A1,HTR4,Non-protein Signaling,SLC18A1_HTR4
2683,TPH1,HTR4,Non-protein Signaling,TPH1_HTR4
2684,SLC18A2,HTR4,Non-protein Signaling,SLC18A2_HTR4
2685,SLC6A4,HTR4,Non-protein Signaling,SLC6A4_HTR4
2686,TPH2,HTR4,Non-protein Signaling,TPH2_HTR4
2687,SLC18A1,HTR5A,Non-protein Signaling,SLC18A1_HTR5A
2688,TPH1,HTR5A,Non-protein Signaling,TPH1_HTR5A
2689,SLC18A2,HTR5A,Non-protein Signaling,SLC18A2_HTR5A
2690,SLC6A4,HTR5A,Non-protein Signaling,SLC6A4_HTR5A
2691,TPH2,HTR5A,Non-protein Signaling,TPH2_HTR5A
2692,SLC18A1,HTR6,Non-protein Signaling,SLC18A1_HTR6
2693,TPH1,HTR6,Non-protein Signaling,TPH1_HTR6
2694,SLC18A2,HTR6,Non-protein Signaling,SLC18A2_HTR6
2695,SLC6A4,HTR6,Non-protein Signaling,SLC6A4_HTR6
2696,TPH2,HTR6,Non-protein Signaling,TPH2_HTR6
2697,SLC18A1,HTR7,Non-protein Signaling,SLC18A1_HTR7
2698,TPH1,HTR7,Non-protein Signaling,TPH1_HTR7
2699,SLC18A2,HTR7,Non-protein Signaling,SLC18A2_HTR7
2700,SLC6A4,HTR7,Non-protein Signaling,SLC6A4_HTR7
2701,TPH2,HTR7,Non-protein Signaling,TPH2_HTR7
2702,LRFN4,PTPRD,Cell-Cell Contact,LRFN4_PTPRD
2703,LRFN4,PTPRF,Cell-Cell Contact,LRFN4_PTPRF
2704,LRFN4,PTPRS,Cell-Cell Contact,LRFN4_PTPRS
2705,LRFN5,PTPRD,Cell-Cell Contact,LRFN5_PTPRD
2706,LRFN5,PTPRF,Cell-Cell Contact,LRFN5_PTPRF
2707,LRFN5,PTPRS,Cell-Cell Contact,LRFN5_PTPRS
2708,LRRC4B,PTPRD,Cell-Cell Contact,LRRC4B_PTPRD
2709,LRRC4B,PTPRS,Cell-Cell Contact,LRRC4B_PTPRS
2710,LRRC4C,PTPRF,Cell-Cell Contact,LRRC4C_PTPRF
2711,NRXN1,LRRTM1,Cell-Cell Contact,NRXN1_LRRTM1
2712,NRXN2,LRRTM1,Cell-Cell Contact,NRXN2_LRRTM1
2713,NRXN3,LRRTM1,Cell-Cell Contact,NRXN3_LRRTM1
2714,NRXN1,LRRTM2,Cell-Cell Contact,NRXN1_LRRTM2
2715,NRXN2,LRRTM2,Cell-Cell Contact,NRXN2_LRRTM2
2716,NRXN3,LRRTM2,Cell-Cell Contact,NRXN3_LRRTM2
2717,NRXN1,LRRTM3,Cell-Cell Contact,NRXN1_LRRTM3
2718,NRXN2,LRRTM3,Cell-Cell Contact,NRXN2_LRRTM3
2719,NRXN3,LRRTM3,Cell-Cell Contact,NRXN3_LRRTM3
2720,NRXN1,LRRTM4,Cell-Cell Contact,NRXN1_LRRTM4
2721,NRXN2,LRRTM4,Cell-Cell Contact,NRXN2_LRRTM4
2722,NRXN3,LRRTM4,Cell-Cell Contact,NRXN3_LRRTM4
2723,PTPRS,LRRTM4,Cell-Cell Contact,PTPRS_LRRTM4
2724,LTA4H,LTB4R,Non-protein Signaling,LTA4H_LTB4R
2725,LTA4H,LTB4R2,Non-protein Signaling,LTA4H_LTB4R2
2726,GRP,NMBR,Secreted Signaling,GRP_NMBR
2727,PTPRS,NTRK3,Secreted Signaling,PTPRS_NTRK3
2728,PNOC,OPRL1,Non-protein Signaling,PNOC_OPRL1
2729,PTGDS,PTGDR,Non-protein Signaling,PTGDS_PTGDR
2730,PTGDS,PTGDR2,Non-protein Signaling,PTGDS_PTGDR2
2731,PTGES,PTGER1,Non-protein Signaling,PTGES_PTGER1
2732,PTGES2,PTGER1,Non-protein Signaling,PTGES2_PTGER1
2733,PTGES3,PTGER1,Non-protein Signaling,PTGES3_PTGER1
2734,PTGES,PTGER2,Non-protein Signaling,PTGES_PTGER2
2735,PTGES2,PTGER2,Non-protein Signaling,PTGES2_PTGER2
2736,PTGES3,PTGER2,Non-protein Signaling,PTGES3_PTGER2
2737,PTGES,PTGER3,Non-protein Signaling,PTGES_PTGER3
2738,PTGES2,PTGER3,Non-protein Signaling,PTGES2_PTGER3
2739,PTGES3,PTGER3,Non-protein Signaling,PTGES3_PTGER3
2740,PTGES,PTGER4,Non-protein Signaling,PTGES_PTGER4
2741,PTGES2,PTGER4,Non-protein Signaling,PTGES2_PTGER4
2742,PTGES3,PTGER4,Non-protein Signaling,PTGES3_PTGER4
2743,AKR1C3,PTGFR,Non-protein Signaling,AKR1C3_PTGFR
2744,CBR1,PTGFR,Non-protein Signaling,CBR1_PTGFR
2745,PRXL2B,PTGFR,Non-protein Signaling,PRXL2B_PTGFR
2746,PTGIS,PTGIR,Non-protein Signaling,PTGIS_PTGIR
2747,VIP,SCTR,Secreted Signaling,VIP_SCTR
2748,SLITRK1,PTPRD,Secreted Signaling,SLITRK1_PTPRD
2749,SLITRK1,PTPRS,Secreted Signaling,SLITRK1_PTPRS
2750,SLITRK2,PTPRD,Secreted Signaling,SLITRK2_PTPRD
2751,SLITRK2,PTPRS,Secreted Signaling,SLITRK2_PTPRS
2752,SLITRK3,PTPRD,Secreted Signaling,SLITRK3_PTPRD
2753,SLITRK4,PTPRS,Secreted Signaling,SLITRK4_PTPRS
2754,SLITRK5,PTPRS,Secreted Signaling,SLITRK5_PTPRS
2755,SLITRK6,PTPRS,Secreted Signaling,SLITRK6_PTPRS
2756,TBXAS1,TBXA2R,Non-protein Signaling,TBXAS1_TBXA2R
2757,SLC17A6,GRIK4,Non-protein Signaling,SLC17A6_GRIK4
2758,GLS,GRIK4,Non-protein Signaling,GLS_GRIK4
2759,SLC17A6,GRIK5,Non-protein Signaling,SLC17A6_GRIK5
2760,GLS,GRIK5,Non-protein Signaling,GLS_GRIK5
2761,SLC17A6,GRIN1,Non-protein Signaling,SLC17A6_GRIN1
2762,SLC17A6,GRIN2A,Non-protein Signaling,SLC17A6_GRIN2A
2763,GLS,GRIN1,Non-protein Signaling,GLS_GRIN1
2764,GLS,GRIN2A,Non-protein Signaling,GLS_GRIN2A
2765,SLC17A6,GRIN2B,Non-protein Signaling,SLC17A6_GRIN2B
2766,GLS,GRIN2B,Non-protein Signaling,GLS_GRIN2B
2767,SLC17A6,GRIN2C,Non-protein Signaling,SLC17A6_GRIN2C
